Filename,GT_male_ducks,Pred_Male,GT_female_ducks,Pred_Female_duck,Total_GT,Total_pred
Scott/2008/photos/2008/26-Mar-08/IMG_8856_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8856_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8851_x0_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8851_x1024_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8851_x2048_y0.png,0,1,0,2,0,3
Scott/2008/photos/2008/26-Mar-08/IMG_8851_x0_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8851_x1024_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8851_x2048_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8840_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8840_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8840_x2048_y0.png,0,0,0,2,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8840_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8840_x1024_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8840_x2048_y1024.png,0,3,0,0,0,3
Scott/2008/photos/2008/26-Mar-08/IMG_8847_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8847_x1024_y0.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8847_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8847_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8847_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8847_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8849_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8849_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8849_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8849_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8849_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8849_x2048_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8835_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8835_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8835_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8835_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8835_x1024_y1024.png,0,13,0,0,0,13
Scott/2008/photos/2008/26-Mar-08/IMG_8835_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8832_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8832_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8832_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8832_x0_y1024.png,0,2,0,0,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8832_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8832_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8872_x0_y0.png,0,10,0,4,0,14
Scott/2008/photos/2008/26-Mar-08/IMG_8872_x1024_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8872_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8872_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8872_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8872_x2048_y1024.png,0,8,0,52,0,60
Scott/2008/photos/2008/26-Mar-08/IMG_8875_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8875_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8875_x2048_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8875_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8875_x1024_y1024.png,0,0,0,10,0,10
Scott/2008/photos/2008/26-Mar-08/IMG_8875_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8850_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8850_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8850_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8850_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8850_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8850_x2048_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8857_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8857_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8857_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8857_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8857_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8857_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8859_x0_y0.png,0,69,0,112,0,181
Scott/2008/photos/2008/26-Mar-08/IMG_8859_x1024_y0.png,0,1,0,3,0,4
Scott/2008/photos/2008/26-Mar-08/IMG_8859_x2048_y0.png,0,27,0,2,0,29
Scott/2008/photos/2008/26-Mar-08/IMG_8859_x0_y1024.png,0,140,0,34,0,174
Scott/2008/photos/2008/26-Mar-08/IMG_8859_x1024_y1024.png,0,1,0,9,0,10
Scott/2008/photos/2008/26-Mar-08/IMG_8859_x2048_y1024.png,0,366,0,255,0,621
Scott/2008/photos/2008/26-Mar-08/IMG_8862_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8862_x1024_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8862_x2048_y0.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8862_x0_y1024.png,0,53,0,8,0,61
Scott/2008/photos/2008/26-Mar-08/IMG_8862_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8862_x2048_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8865_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8865_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8865_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8865_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8865_x1024_y1024.png,0,161,0,226,0,387
Scott/2008/photos/2008/26-Mar-08/IMG_8865_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8874_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8874_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8874_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8874_x0_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8874_x1024_y1024.png,0,0,0,6,0,6
Scott/2008/photos/2008/26-Mar-08/IMG_8874_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8873_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8873_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8873_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8873_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8873_x1024_y1024.png,0,0,0,3,0,3
Scott/2008/photos/2008/26-Mar-08/IMG_8873_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8833_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8833_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8833_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8833_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8833_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8833_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8848_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8848_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8848_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8848_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8848_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8848_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8834_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8834_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8834_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8834_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8834_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8834_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8846_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8846_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8846_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8846_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8846_x1024_y1024.png,0,0,0,2,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8846_x2048_y1024.png,0,1,0,1,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8841_x0_y0.png,0,1,0,2,0,3
Scott/2008/photos/2008/26-Mar-08/IMG_8841_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8841_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8841_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8841_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8841_x2048_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8870_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8870_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8870_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8870_x0_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8870_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8870_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8877_x0_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8877_x1024_y0.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8877_x2048_y0.png,0,1,0,2,0,3
Scott/2008/photos/2008/26-Mar-08/IMG_8877_x0_y1024.png,0,0,0,2,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8877_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8877_x2048_y1024.png,0,1,0,2,0,3
Scott/2008/photos/2008/26-Mar-08/IMG_8837_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8837_x1024_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8837_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8837_x0_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8837_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8837_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8830_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8830_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8830_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8830_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8830_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8830_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8842_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8842_x1024_y0.png,0,2,0,0,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8842_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8842_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8842_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8842_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8845_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8845_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8845_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8845_x0_y1024.png,0,3,0,7,0,10
Scott/2008/photos/2008/26-Mar-08/IMG_8845_x1024_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8845_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8839_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8839_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8839_x2048_y0.png,0,2,0,0,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8839_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8839_x1024_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8839_x2048_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8854_x0_y0.png,0,3,0,8,0,11
Scott/2008/photos/2008/26-Mar-08/IMG_8854_x1024_y0.png,0,0,0,4,0,4
Scott/2008/photos/2008/26-Mar-08/IMG_8854_x2048_y0.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8854_x0_y1024.png,0,240,0,336,0,576
Scott/2008/photos/2008/26-Mar-08/IMG_8854_x1024_y1024.png,0,0,0,7,0,7
Scott/2008/photos/2008/26-Mar-08/IMG_8854_x2048_y1024.png,0,279,0,385,0,664
Scott/2008/photos/2008/26-Mar-08/IMG_8828_x0_y0.png,0,1,0,5,0,6
Scott/2008/photos/2008/26-Mar-08/IMG_8828_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8828_x2048_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8828_x0_y1024.png,0,151,0,87,0,238
Scott/2008/photos/2008/26-Mar-08/IMG_8828_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8828_x2048_y1024.png,0,21,0,0,0,21
Scott/2008/photos/2008/26-Mar-08/IMG_8853_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8853_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8853_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8853_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8853_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8853_x2048_y1024.png,0,0,0,2,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8826_x0_y0.png,0,0,0,4,0,4
Scott/2008/photos/2008/26-Mar-08/IMG_8826_x1024_y0.png,0,40,0,4,0,44
Scott/2008/photos/2008/26-Mar-08/IMG_8826_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8826_x0_y1024.png,0,0,0,4,0,4
Scott/2008/photos/2008/26-Mar-08/IMG_8826_x1024_y1024.png,0,32,0,2,0,34
Scott/2008/photos/2008/26-Mar-08/IMG_8826_x2048_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8868_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8868_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8868_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8868_x0_y1024.png,0,2,0,0,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8868_x1024_y1024.png,0,4,0,8,0,12
Scott/2008/photos/2008/26-Mar-08/IMG_8868_x2048_y1024.png,0,0,0,2,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8866_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8866_x1024_y0.png,0,38,0,63,0,101
Scott/2008/photos/2008/26-Mar-08/IMG_8866_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8866_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8866_x1024_y1024.png,0,115,0,113,0,228
Scott/2008/photos/2008/26-Mar-08/IMG_8866_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8861_x0_y0.png,0,74,0,62,0,136
Scott/2008/photos/2008/26-Mar-08/IMG_8861_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8861_x2048_y0.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8861_x0_y1024.png,0,223,0,236,0,459
Scott/2008/photos/2008/26-Mar-08/IMG_8861_x1024_y1024.png,0,1,0,3,0,4
Scott/2008/photos/2008/26-Mar-08/IMG_8861_x2048_y1024.png,0,147,0,470,0,617
Scott/2008/photos/2008/26-Mar-08/IMG_8844_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8844_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8844_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8844_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8844_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8844_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8838_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8838_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8838_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8838_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8838_x1024_y1024.png,0,1,0,7,0,8
Scott/2008/photos/2008/26-Mar-08/IMG_8838_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8843_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8843_x1024_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8843_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8843_x0_y1024.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8843_x1024_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8843_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8831_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8831_x1024_y0.png,0,0,0,1,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8831_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8831_x0_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8831_x1024_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8831_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8836_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8836_x1024_y0.png,0,3,0,1,0,4
Scott/2008/photos/2008/26-Mar-08/IMG_8836_x2048_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8836_x0_y1024.png,0,2,0,0,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8836_x1024_y1024.png,0,15,0,13,0,28
Scott/2008/photos/2008/26-Mar-08/IMG_8836_x2048_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8876_x0_y0.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8876_x1024_y0.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8876_x2048_y0.png,0,0,0,2,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8876_x0_y1024.png,0,0,0,2,0,2
Scott/2008/photos/2008/26-Mar-08/IMG_8876_x1024_y1024.png,0,0,0,0,0,0
Scott/2008/photos/2008/26-Mar-08/IMG_8876_x2048_y1024.png,0,1,0,0,0,1
Scott/2008/photos/2008/26-Mar-08/IMG_8871_x0_y0.png,0,68,0,93,0,161
Scott/2008/photos/2008/26-Mar-08/IMG_8871_x1024_y0.png,0,33,0,73,0,106
Scott/2008/photos/2008/26-Mar-08/IMG_8871_x2048_y0.png,0,4,0,0,0,4
Scott/2008/photos/2008/26-Mar-08/IMG_8871_x0_y1024.png,0,327,0,175,0,502
